,description,id,url,name,profile_image_url,public_metrics,verified,username,protected,location,pinned_tweet_id,entities
69,U Tokyo/MD/PhD/Investment Banking/M&A,164148055,,Koichiro Nomura,https://pbs.twimg.com/profile_images/1198999698/CAPYBARA-READING-GLASSES_normal.jpg,"{'followers_count': 211, 'following_count': 469, 'tweet_count': 4574, 'listed_count': 16}",False,Scientiae,False,,,
70,히비스커스차 안 좋아합니다.,1166938740851261440,,Hibiscus,https://pbs.twimg.com/profile_images/1513855609510428682/KuT1a5CY_normal.jpg,"{'followers_count': 196, 'following_count': 173, 'tweet_count': 9776, 'listed_count': 0}",False,sena_senahime,False,,1484317409268109317,
71,groove is in the heart,15022313,,counterfeit beanie baby,https://pbs.twimg.com/profile_images/1507830129183100932/boLFSfpZ_normal.jpg,"{'followers_count': 585, 'following_count': 1026, 'tweet_count': 32409, 'listed_count': 8}",False,uglybugdisco,False,"Durham, NC",1423648694906335238,
72,"A dastardly fluff.  Trans queer, feminist, she/her. Patreon: https://t.co/3nbbXKOYVz 
My fics: https://t.co/imlBtRSO6E
Anime alt: @rita_muus",170309471,https://t.co/aJR6Qsru8f,Rita Wulf,https://pbs.twimg.com/profile_images/1477689672742625282/A6mBEREn_normal.jpg,"{'followers_count': 559, 'following_count': 263, 'tweet_count': 359960, 'listed_count': 8}",False,Varewulf,False,"Gokk, Norway",1395670357185531908,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aJR6Qsru8f', 'expanded_url': 'http://varewulf.wordpress.com/', 'display_url': 'varewulf.wordpress.com'}]}, 'description': {'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/3nbbXKOYVz', 'expanded_url': 'http://patreon.com/varewulf', 'display_url': 'patreon.com/varewulf'}, {'start': 95, 'end': 118, 'url': 'https://t.co/imlBtRSO6E', 'expanded_url': 'http://archiveofourown.org/users/Varewulf', 'display_url': 'archiveofourown.org/users/Varewulf'}], 'mentions': [{'start': 130, 'end': 140, 'username': 'rita_muus'}]}}"
73,,43398987,,deaf center,https://pbs.twimg.com/profile_images/501964131306856448/NddSyFZ9_normal.jpeg,"{'followers_count': 153, 'following_count': 18, 'tweet_count': 479, 'listed_count': 1}",False,deafcenter,False,,,
74,I live next door to Jenny and my tweets are my mental state😑! Chelsea FC|UCL Winner|Sparkling Water Fan Account.,491441655,,Sir Kaplan,https://pbs.twimg.com/profile_images/1346837424094195713/xPryUo6s_normal.jpg,"{'followers_count': 1291, 'following_count': 5003, 'tweet_count': 22163, 'listed_count': 3}",False,LMurisi,False,"Lost, In Translation",1469270357848776705,
75,"reversing, forensic, exploit, network, virtualization, game, airsoft shooting, subie.",6440582,https://t.co/UI8tfYIW8Z,Metaphor,https://pbs.twimg.com/profile_images/996308811865513985/HtQAn6HD_normal.jpg,"{'followers_count': 608, 'following_count': 702, 'tweet_count': 23399, 'listed_count': 33}",False,metaphoricwords,False,Tokyo,1231467974181015552,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UI8tfYIW8Z', 'expanded_url': 'http://d.hatena.ne.jp/metaphoricwords/', 'display_url': 'd.hatena.ne.jp/metaphoricword…'}]}}"
76,,2157035372,,gingger,https://pbs.twimg.com/profile_images/1378670535605805057/CQHSKRyy_normal.jpg,"{'followers_count': 2, 'following_count': 258, 'tweet_count': 539, 'listed_count': 0}",False,gngcali,False,,,
77,Siawasiwa uwono uweni,61122643,https://t.co/1cEzUvLU8M,Pradhono Surya,https://pbs.twimg.com/profile_images/1516049457179430925/IBVIahAF_normal.jpg,"{'followers_count': 606, 'following_count': 756, 'tweet_count': 97049, 'listed_count': 6}",False,prdn23,False,"Sby - Mlg, Indonesia",1257531709458911234,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1cEzUvLU8M', 'expanded_url': 'https://www.instagram.com/prdn23/', 'display_url': 'instagram.com/prdn23/'}]}}"
78,宝塚観劇歴20年。祐飛さん、みーちゃんを見送り、珠城さんを見送り、今度こそのんびりゆったり観劇します。チョロ部。優しきヅカファンの方絡みましょう♪うまうま大好き、お酒大好き！,138582260,,おとみ,https://pbs.twimg.com/profile_images/682635857749237767/4BdZtroV_normal.jpg,"{'followers_count': 350, 'following_count': 284, 'tweet_count': 46534, 'listed_count': 7}",False,otomi8855,False,東京都,,
79,‏خائف بشده، هارب دائماً.,2287759853,,نَّ.عَ,https://pbs.twimg.com/profile_images/1332426577909518337/-d9U7YRJ_normal.jpg,"{'followers_count': 103, 'following_count': 481, 'tweet_count': 1007, 'listed_count': 0}",False,nsh95_,False,,1302733700736724993,
80,"VRhatでTRPGとか遊んでいます。昔は「どどんとふ」とか作ってました。
人呼んで柏のバトルテックおじさん。
Discord：https://t.co/nMmbRdi3O7
Booth：https://t.co/TlXK8byezu
欲しい物リスト：https://t.co/g8CCxQjtub",17489222,,たいたい竹流,https://pbs.twimg.com/profile_images/1443421370554077188/h5Ne09ZA_normal.jpg,"{'followers_count': 5213, 'following_count': 2139, 'tweet_count': 308327, 'listed_count': 0}",False,torgtaitai,False,ミニチュアフォレスト,1344679586341089280,"{'description': {'urls': [{'start': 64, 'end': 87, 'url': 'https://t.co/nMmbRdi3O7', 'expanded_url': 'http://bit.ly/3GGiM92', 'display_url': 'bit.ly/3GGiM92'}, {'start': 94, 'end': 117, 'url': 'https://t.co/TlXK8byezu', 'expanded_url': 'http://torgtaitai.booth.pm', 'display_url': 'torgtaitai.booth.pm'}, {'start': 126, 'end': 149, 'url': 'https://t.co/g8CCxQjtub', 'expanded_url': 'http://amzn.to/31cKTwp', 'display_url': 'amzn.to/31cKTwp'}]}}"
81,your friendly neighborhood cinema cheerleader,21444552,,Duchess Twigglyspat the Cinema Cat @ Wondercon,https://pbs.twimg.com/profile_images/1479297075363782658/BOUZhXMj_normal.jpg,"{'followers_count': 5527, 'following_count': 5437, 'tweet_count': 68814, 'listed_count': 277}",False,loquaciousmuse,False,"los angeles,  ca",,
82,,19442684,https://t.co/CUmOITjPX4,"Wait, what?",https://pbs.twimg.com/profile_images/1359920106596360194/a9vHB5q2_normal.jpg,"{'followers_count': 144, 'following_count': 631, 'tweet_count': 4951, 'listed_count': 6}",False,messanger,False,"Biel, Switzerland",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CUmOITjPX4', 'expanded_url': 'http://www.instagram.com/michael_stotzer', 'display_url': 'instagram.com/michael_stotzer'}]}}"
83,"황인준🦊런쥔 • 이동혁🐻해찬☀ |
💚🐯🦊🐶🐻🐰🐬🐹💚 |

i do anything i want here",1187369722062368768,,j. | 🦊🐻,https://pbs.twimg.com/profile_images/1517384025367019520/BPkHyVX5_normal.jpg,"{'followers_count': 850, 'following_count': 150, 'tweet_count': 41510, 'listed_count': 5}",False,rjdh00,False,동런 런동 서로 마음 속,1401392159173988358,
84,"あさつきににか/個人/手芸系Vtuber/猫
声高くないです
うどん好き
FA→#ににあーと  #せんしににあーと
切り抜き→#ににぬき
ファンネーム→ににすと
モデリングとか：にろに（@202_1no1hi）
キャラデザ・原画：R!N（@RN85985）
リンクまとめ(Vprof)
https://t.co/SZZxaKiotQ",1331202595335987200,https://t.co/zveAy1cthp,糸葱ににか🐈🧶🧵5/28誕生日🎉＠手芸系Vtuber,https://pbs.twimg.com/profile_images/1510143578726871042/GsE_Tqi__normal.jpg,"{'followers_count': 654, 'following_count': 583, 'tweet_count': 31150, 'listed_count': 55}",False,asatsukininica,False,🐈🧶🧵,1507621088997519361,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zveAy1cthp', 'expanded_url': 'https://www.youtube.com/channel/UCKHRYOoiiVOLcjlutGX8Dlg', 'display_url': 'youtube.com/channel/UCKHRY…'}]}, 'description': {'urls': [{'start': 143, 'end': 166, 'url': 'https://t.co/SZZxaKiotQ', 'expanded_url': 'http://onl.la/4Px', 'display_url': 'onl.la/4Px'}], 'hashtags': [{'start': 40, 'end': 46, 'tag': 'ににあーと'}, {'start': 48, 'end': 57, 'tag': 'せんしににあーと'}, {'start': 63, 'end': 68, 'tag': 'ににぬき'}], 'mentions': [{'start': 93, 'end': 104, 'username': '202_1no1hi'}, {'start': 119, 'end': 127, 'username': 'RN85985'}]}}"
85,Les méchants ont besoin des gentils pour vivre. Pas l'inverse.,17464719,,Pascal 🧹,https://pbs.twimg.com/profile_images/945700266636128256/DTPo7fYa_normal.jpg,"{'followers_count': 314, 'following_count': 1126, 'tweet_count': 29339, 'listed_count': 45}",False,PascalRdeRien,False,"Rouen, France",1249265185753309185,
86,"Cla-ra Fior-ent-ini | Lecturer in Education (Literacy & ECE), MIE | PhD Candidate @SchoolofEdTCD | Occasional Blogger | Read-aloud enthusiast 💛💚 👪💻📚✏🇮🇹",3209819009,https://t.co/AUIuCYzVP1,Clara Maria Fiorentini,https://pbs.twimg.com/profile_images/1287879278252752898/chYfGlBO_normal.jpg,"{'followers_count': 2129, 'following_count': 2149, 'tweet_count': 3430, 'listed_count': 6}",False,fiorentini_cm,False,"Dublin City, Ireland",1396924110979141634,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AUIuCYzVP1', 'expanded_url': 'https://www.claramariafiorentini.com/', 'display_url': 'claramariafiorentini.com'}]}, 'description': {'mentions': [{'start': 82, 'end': 96, 'username': 'SchoolofEdTCD'}]}}"
87,IT/シミュ/地図/ナターシャセブン  最近鬱で詰んできた。遠くへ行きたい。何かに熱中したい。,517337448,,よしさん,https://pbs.twimg.com/profile_images/1879065419/image_normal.jpg,"{'followers_count': 56, 'following_count': 71, 'tweet_count': 5746, 'listed_count': 0}",False,_ya_1974,False,京都,,
88,"🌈Penni, Oliver, Izzi B, Max and Nicky💔",4822569185,,"😻 Asher, Ember & Summer . Lisa (Mom)",https://pbs.twimg.com/profile_images/1055436641815404545/Q8Vmx22S_normal.jpg,"{'followers_count': 964, 'following_count': 1467, 'tweet_count': 16967, 'listed_count': 2}",False,NickandMaxxer,False,"Pennsylvania, USA",,
89,she/her,1283484117670256640,,juliette,https://pbs.twimg.com/profile_images/1495509759079989256/HKwDOilF_normal.jpg,"{'followers_count': 55, 'following_count': 164, 'tweet_count': 576, 'listed_count': 0}",False,jnettecoffey,False,Planet Her,1502381162903347202,
90,ゲーム垢です。原神、アークナイツなどゆるゆるやっている。高台ナイツを輝かせたい。メモや二次創作まとめ https://t.co/c39U1v2lxF,1325424079805902848,,花鶏,https://pbs.twimg.com/profile_images/1512053549361864706/w-tCGte9_normal.jpg,"{'followers_count': 11, 'following_count': 31, 'tweet_count': 1703, 'listed_count': 0}",False,atori_gameo,False,ドラゴンスパイン,1464855000383848450,"{'description': {'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/c39U1v2lxF', 'expanded_url': 'http://privatter.net/u/atori_gameo', 'display_url': 'privatter.net/u/atori_gameo'}]}}"
91,strong opinions. kind 💜. problem solver. poet. she/her,505146751,https://t.co/eSwIT5sJVu,🦋bethany🦋 ¯\_(ツ)_/¯,https://pbs.twimg.com/profile_images/1515438593480736771/ga3FRN-G_normal.jpg,"{'followers_count': 1565, 'following_count': 2674, 'tweet_count': 65594, 'listed_count': 36}",False,youfoundbethany,False,"Houston, Texas",1509729528461107202,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eSwIT5sJVu', 'expanded_url': 'https://smartsassyandliberal.com', 'display_url': 'smartsassyandliberal.com'}]}}"
92,Engineer,382599550,,Ramses Ombessa,https://pbs.twimg.com/profile_images/1498409383948075020/LCEjx58C_normal.jpg,"{'followers_count': 93, 'following_count': 2329, 'tweet_count': 67, 'listed_count': 2}",False,RamsesOmayr,False,Pisa,,
93,ぷらいべーとえくいてぃ,1214702160111210497,,えび天,https://pbs.twimg.com/profile_images/1261910751876313089/bXxe0-gv_normal.jpg,"{'followers_count': 818, 'following_count': 182, 'tweet_count': 1449, 'listed_count': 7}",False,ebiten0141,False,営業⇄総務,,
94,雑多垢,1027508877149892608,,ihsahoan,https://pbs.twimg.com/profile_images/1515697023676485635/DzZ9tJJQ_normal.jpg,"{'followers_count': 137, 'following_count': 463, 'tweet_count': 13536, 'listed_count': 0}",False,naohydroxide,False,極東,,
95,Comics/ Storyboards/ Concept Design/ Publishing/ Teaching @rollergrrrls @WOMENSci,85564736,https://t.co/GsfJUXqiLw,Gary Erskine,https://pbs.twimg.com/profile_images/1504114272669945859/2DFBn2z7_normal.jpg,"{'followers_count': 6157, 'following_count': 3405, 'tweet_count': 39388, 'listed_count': 206}",False,garyerskine,False,Scotland,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GsfJUXqiLw', 'expanded_url': 'http://www.garyerskine.com', 'display_url': 'garyerskine.com'}]}, 'description': {'mentions': [{'start': 58, 'end': 71, 'username': 'rollergrrrls'}, {'start': 72, 'end': 81, 'username': 'WOMENSci'}]}}"
96,,2958448183,,まりこ,https://pbs.twimg.com/profile_images/1522145914152165378/EyaGHxuS_normal.jpg,"{'followers_count': 4, 'following_count': 5, 'tweet_count': 134, 'listed_count': 0}",False,marikoxx1,False,,,
97,Data PM 📊👷‍♂️Cook 🧑‍🍳🥘 Lives in Berlin,1484960839887204352,,Atal Bhushan,https://pbs.twimg.com/profile_images/1484961105529167882/oxeAMU4q_normal.jpg,"{'followers_count': 2, 'following_count': 43, 'tweet_count': 21, 'listed_count': 4}",False,atal_23,False,,,
98,"😷Family, Law Student, Dental Specialist, Richmond 🐯, Leeds U, Music, Beatles, REM, Midnight Oil, GET VACCINATED!!💉💉",2918078514,,StephenCH #staysafe,https://pbs.twimg.com/profile_images/1009569128254849024/DNGEpB9M_normal.jpg,"{'followers_count': 362, 'following_count': 2062, 'tweet_count': 5264, 'listed_count': 2}",False,harlamb,False,Sydney,,
99,,809802296636882944,,Semih,https://pbs.twimg.com/profile_images/1326253805109960704/MRnttJHl_normal.jpg,"{'followers_count': 8, 'following_count': 538, 'tweet_count': 350, 'listed_count': 0}",False,semc35,False,,,
470532954,,,,.,https://pbs.twimg.com/profile_images/1504428676460560385/oxHGuwT8_normal.jpg,"{'followers_count': 47, 'following_count': 176, 'tweet_count': 3738, 'listed_count': 0}",False,nureons,False,"Hamburg, Germany",1315909889399623680,
1369462743196049410,"Homecook mom, loves food, books, movies, God, nature and dogs (not necessarily in that order), at times opinionated, always emotional ❤",,,Mimi Moore,https://pbs.twimg.com/profile_images/1369500226357137411/Vlm4CsZB_normal.jpg,"{'followers_count': 27, 'following_count': 103, 'tweet_count': 138, 'listed_count': 0}",False,MimiMoo68236164,False,,,
2344100455,"At this point, I don't have anxiety. Anxiety has me.",,,Captain Panda 😄❤,https://pbs.twimg.com/profile_images/1517970322594619393/HWOwS822_normal.jpg,"{'followers_count': 96, 'following_count': 785, 'tweet_count': 49591, 'listed_count': 1}",False,Nanomi_,False,Ailleurs,1374451014615461889,
3259730982,9 year Wests Tigers Member | Lifetime Supporter | Wests Tigers 4 Life,,,JJ Jones,https://pbs.twimg.com/profile_images/1488036639289245696/pVMrw2cf_normal.jpg,"{'followers_count': 219, 'following_count': 331, 'tweet_count': 6399, 'listed_count': 3}",False,JJ_JonesWT,False,Australia,,
3274831,テレビ実況（朝ドラ）・V6（とSMAP）・写真・バイク（VTR-F）・野球・競馬・将棋・編集・インターネット・技術の話など文脈なく投稿します。likeの数が多いです。Clubhouseではtoya248です。メール：toya524287★（@）https://t.co/y8Fbn0ohEg,,https://t.co/4ZnAHyQpLE,toya,https://pbs.twimg.com/profile_images/1428209089633394693/ju6gOIbI_normal.jpg,"{'followers_count': 2170, 'following_count': 2529, 'tweet_count': 98877, 'listed_count': 78}",False,toya,False,V-Land,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4ZnAHyQpLE', 'expanded_url': 'https://fav.collectomania.online/', 'display_url': 'fav.collectomania.online'}]}, 'description': {'urls': [{'start': 122, 'end': 145, 'url': 'https://t.co/y8Fbn0ohEg', 'expanded_url': 'http://gmail.com', 'display_url': 'gmail.com'}]}}"
784228081439379456,"👨‍🚀A real person, advocate for common sense. Love Sciences,  Real info. Education for the Win.",,,Rawg Slinkard,https://pbs.twimg.com/profile_images/1406193674984169472/c06B9A6D_normal.jpg,"{'followers_count': 425, 'following_count': 890, 'tweet_count': 62039, 'listed_count': 4}",False,Rawgster,False,some where USA,1461260143480299521,
928223639547166721,ゆがへるのスプラ専用？アカウント。社会人へるよ。ヘッダーはたーやちゃんに描いてもらいました。ウデマエ概ねX。ジェッパ受け身術の伝道師。スマブラとか他ゲーも誘ってね 楽しく一緒に遊びたい ゲーム実況やったりもするよ💪( *╹ヮ╹)꜆꜄꜆今は風花雪月引継ぎなしルナプレイ中。引継ぎありで紅花クリア済み。,,https://t.co/CA9tForubv,ゆがへる大明神の御御御付け大佐,https://pbs.twimg.com/profile_images/933968451839729664/OIXozI0P_normal.jpg,"{'followers_count': 116, 'following_count': 218, 'tweet_count': 36188, 'listed_count': 1}",False,Ygga_2,False,日本の西側,933981831988371461,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CA9tForubv', 'expanded_url': 'https://www.youtube.com/channel/UC8jEi51BHZVhSJk1U-laOzQ', 'display_url': 'youtube.com/channel/UC8jEi…'}]}}"
18953825,"she/her 🏳️‍🌈 💉💉💉…... lover of animals, exploring, people watching, sports, my life and the people in it.",,,beth giesel,https://pbs.twimg.com/profile_images/1520009539973701635/lQrzRjAj_normal.jpg,"{'followers_count': 142, 'following_count': 313, 'tweet_count': 1883, 'listed_count': 1}",False,bethel86,False,"Louisville, KY",,
